QueryResult

# Config entry for catalogue:
serv_type: local
symbol: {PA A_I B_I AREA} {ellipse white {double($B_I)/double($A_I)} {($PA)} {} {}} {{sqrt(7.0*$AREA*double($B_I)/(22.0*double($A_I)))} {}}
# End config entry

# CURSA extensions for info and readability:
#column-units: none 	DEGREES{IHMS.3}	DEGREES{+IDMS.2}	mas/yr          	mas/yr          	mas/yr          	mas/yr          	magnitude       	magnitude       	magnitude       	magnitude       	pixels          	0.01 micron     	0.01 micron     	degrees         	                	sigma           	                	                
#column-types: INTEGER	DOUBLE	DOUBLE	REAL	REAL	REAL	REAL	REAL	REAL	REAL	REAL	INTEGER	INTEGER	INTEGER	INTEGER	INTEGER	REAL	INTEGER	INTEGER
#column-formats: I6	F11.7	F11.7	E12.4	E12.4	E12.4	E12.4	F7.3 	F7.3 	F7.3 	F7.3 	I9   	I7   	I7   	I3   	I2   	F8.3 	I6   	I10  

id	ra	dec	MU_ACOSD	MU_D	SIGMU_A	SIGMU_D	B_J	R_1	R_2	I	AREA	A_I	B_I	PA	CLASS	N_0_1	BLEND	QUALITY
001155	 10.8732533	 61.4497356	 -0.5150E+02	  0.8474E+01	  0.5766E+02	  0.5855E+02	   21.238	   99.999	   99.999	   19.772	       15	   4835	   1254	  9	 1	   3.856	     0	         0
001156	 11.1773890	 61.4497659	  0.1975E+01	  0.4198E+01	  0.6073E+01	  0.5971E+01	   21.920	   19.781	   19.662	   18.639	       43	   3382	   2932	116	 2	   0.474	     0	         0
001157	 11.1833919	 61.4497682	 -0.3826E+01	 -0.1699E+02	  0.8655E+01	  0.8809E+01	   21.734	   20.014	   19.980	   18.688	       45	   4288	   3072	 12	 1	   5.270	     0	         0
001158	 10.9155387	 61.4499539	 -0.2558E+02	  0.2408E+02	  0.7112E+01	  0.7166E+01	   21.068	   18.758	   19.292	   18.102	       64	   4971	   3418	122	 1	   2.090	     1	         0
001159	 10.8453634	 61.4499785	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.746	       13	   3413	   1338	114	 1	   4.011	     0	         0
001160	 10.8254961	 61.4501028	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.619	       10	   2739	   1264	 30	 2	   1.549	     0	         0
001161	 10.8190692	 61.4502174	 -0.3736E+01	 -0.2297E+01	  0.7305E+01	  0.7228E+01	   99.999	   20.573	   20.140	   19.447	       26	   2867	   2502	127	 2	  -0.517	     0	         0
001162	 11.0795381	 61.4502644	 -0.8961E+01	  0.1020E+02	  0.3767E+01	  0.3669E+01	   19.564	   18.363	   18.483	   17.736	       68	   3987	   3676	160	 2	  -0.494	     0	         0
001163	 11.0585049	 61.4503395	 -0.7165E+01	  0.6756E+01	  0.5159E+02	  0.5203E+02	   21.500	   99.999	   20.268	   19.483	       25	   2671	   2272	 35	 2	  -1.476	     0	         0
001164	 11.1492591	 61.4503796	  0.7242E+02	 -0.5826E+01	  0.7220E+01	  0.7206E+01	   99.999	   99.999	   21.504	   20.171	       15	   2895	   1692	125	 2	   1.243	     2	         0
001165	 11.1471345	 61.4504357	 -0.3600E+01	 -0.5213E+01	  0.7059E+01	  0.7037E+01	   21.528	   20.373	   20.549	   19.990	       15	   2533	   1939	 24	 2	  -0.765	     1	         0
001166	 11.0924285	 61.4504638	  0.4305E+01	 -0.5804E+01	  0.2979E+01	  0.2731E+01	   18.020	   17.392	   17.013	   16.443	      117	   6271	   4029	140	 2	   0.611	     0	         0
001167	 10.8530771	 61.4504741	 -0.4219E+03	 -0.3369E+02	  0.5381E+02	  0.5399E+02	   22.370	   99.999	   21.231	   20.034	       15	   2267	   1879	105	 2	  -0.995	     0	         0
001168	 11.1107196	 61.4504959	  0.8894E+02	 -0.8238E+02	  0.6484E+02	  0.6616E+02	   21.956	   99.999	   20.222	   19.258	       27	   3108	   2555	 71	 1	   2.697	     0	         0
001169	 11.0130664	 61.4506586	  0.3028E+02	  0.8127E+02	  0.9109E+02	  0.9190E+02	   99.999	   99.999	   20.772	   19.317	       24	   5523	   1366	 12	 1	   5.412	     0	         0
001170	 11.1727395	 61.4506987	  0.4114E+00	  0.8138E+00	  0.3761E+01	  0.3616E+01	   19.457	   18.375	   18.238	   17.425	       83	   4572	   3918	155	 2	   1.150	     1	         0
001171	 11.1950745	 61.4507904	 -0.1642E+01	  0.8950E+01	  0.6403E+01	  0.6318E+01	   20.984	   19.847	   19.782	   18.638	       47	   3939	   3263	 68	 1	   3.119	     0	         0
001172	 11.0831753	 61.4508643	  0.4687E+01	 -0.4338E+01	  0.6907E+01	  0.6809E+01	   21.228	   20.358	   20.140	   19.443	       28	   3739	   2949	130	 2	   1.723	     0	         0
001173	 11.2586459	 61.4508717	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.337	        8	   3365	    949	176	 1	   1.636	     0	         0
001174	 10.8121559	 61.4509164	  0.8832E+00	  0.4029E+01	  0.2867E+01	  0.2614E+01	   19.855	   17.131	   17.086	   15.084	      171	   5999	   5850	128	 2	   0.157	     0	         0
001175	 11.0477825	 61.4509325	  0.4763E+01	 -0.6587E+00	  0.3035E+01	  0.2787E+01	   18.449	   17.457	   17.084	   16.519	      112	   5573	   4161	131	 2	   0.740	     0	         0
001176	 11.2456472	 61.4509835	  0.2466E+03	  0.1715E+03	  0.9612E+02	  0.9842E+02	   99.999	   99.999	   20.836	   20.192	       15	   2565	   1732	 83	 2	   1.812	     0	         0
001177	 10.9791714	 61.4511777	 -0.3004E+02	  0.4389E+03	  0.1051E+03	  0.1077E+03	   99.999	   99.999	   20.750	   19.643	       20	   3662	   1925	  1	 1	   1.498	     0	         0
001178	 11.0238357	 61.4513318	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.518	       10	   2643	   1228	104	 2	  -0.221	     0	         0
001179	 11.1607480	 61.4513387	  0.2709E+02	 -0.1598E+01	  0.6095E+02	  0.6068E+02	   22.267	   99.999	   20.584	   19.269	       26	   3532	   2728	112	 1	   2.695	     0	         0
001180	 11.1902003	 61.4513553	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.200	        8	   2818	    910	154	 1	   0.561	     0	         0
001181	 10.9766997	 61.4514315	  0.1627E+03	  0.4208E+02	  0.1129E+03	  0.1159E+03	   99.999	   99.999	   20.955	   20.442	        8	   3464	    951	 87	 1	   1.780	     0	         0
001182	 10.9696672	 61.4515198	 -0.1959E+03	 -0.1096E+03	  0.6441E+02	  0.6582E+02	   22.000	   99.999	   20.700	   19.193	       26	   3593	   2351	 28	 1	   3.075	     0	         0
001183	 10.9653769	 61.4517065	  0.2544E+02	  0.4173E+01	  0.5396E+01	  0.5354E+01	   21.151	   19.261	   19.748	   18.075	       59	   4443	   3040	100	 1	   1.702	     0	         0
001184	 11.1675616	 61.4517552	 -0.1403E+01	  0.6616E+00	  0.3204E+01	  0.3047E+01	   18.798	   17.829	   17.508	   16.786	      106	   4699	   4543	 11	 2	   0.564	     0	         0
001185	 10.8481125	 61.4518652	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.494	       10	   2702	   1156	159	 2	  -0.520	     0	         0
001186	 11.3121017	 61.4519586	  0.2048E+02	 -0.5948E+02	  0.7812E+02	  0.7849E+02	   99.999	   99.999	   20.585	   20.004	       15	   2115	   1803	136	 2	  -2.734	     0	         0
001187	 10.8899940	 61.4521282	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.592	       10	   2823	   1962	 66	 2	   1.418	     0	         0
001188	 11.2257713	 61.4523070	 -0.2355E+02	 -0.7159E+02	  0.5605E+01	  0.5616E+01	   99.999	   99.999	   20.319	   19.744	       19	   3481	   2052	 72	 2	  -2.024	     2	         0
001189	 11.3008654	 61.4524256	  0.5354E+02	  0.1692E+03	  0.9421E+02	  0.9526E+02	   99.999	   99.999	   21.483	   20.674	        9	   2015	   1251	  7	 2	  -1.115	     0	         0
001190	 10.9079550	 61.4525213	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.158	       10	   3144	   1056	 49	 1	   1.696	     0	         0
001191	 10.8648864	 61.4526674	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.655	        9	   2057	   1459	135	 2	  -0.013	     0	         0
001192	 10.9151411	 61.4527000	 -0.3032E+03	 -0.6063E+02	  0.9290E+02	  0.9392E+02	   99.999	   99.999	   21.510	   20.447	       13	   2431	   1770	 76	 2	   1.128	     0	         0
001193	 10.8678904	 61.4527081	 -0.8083E+01	  0.5955E+01	  0.7197E+01	  0.7154E+01	   22.176	   20.656	   19.972	   19.374	       29	   3184	   2413	122	 2	   0.528	     0	         0
001194	 11.1481687	 61.4528530	  0.3752E+01	 -0.5153E+01	  0.2933E+01	  0.2682E+01	   18.425	   17.310	   16.900	   16.418	      113	   4924	   4700	170	 2	  -0.567	     0	         0
001195	 10.8507034	 61.4528582	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.302	       25	   3998	   2591	113	 1	   5.682	     0	         0
001196	 11.2408046	 61.4529178	 -0.6077E+01	 -0.1526E+00	  0.6666E+01	  0.6620E+01	   21.415	   19.986	   19.459	   18.254	       64	   6008	   3086	104	 1	   6.169	     0	         0
001197	 10.8411556	 61.4529682	 -0.4189E+01	  0.3118E+01	  0.6109E+01	  0.3878E+01	   11.429	   10.491	   15.229	   10.509	      635	  11775	  11084	 68	 2	   0.774	     0	         0
001198	 11.1263958	 61.4529705	 -0.2584E+01	 -0.5792E+01	  0.2941E+01	  0.2498E+01	   15.908	   14.825	   15.037	   14.902	      170	   6295	   5619	 22	 2	  -0.173	     0	         0
001199	 11.0792442	 61.4531326	 -0.1861E+03	 -0.3445E+03	  0.9574E+02	  0.9869E+02	   99.999	   99.999	   20.590	   20.753	        8	   2772	   1433	158	 2	  -0.035	     0	         0
001200	 11.1218110	 61.4533366	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.469	       13	   2104	   1817	 32	 2	   0.119	     0	         0
001201	 10.8277008	 61.4533567	 -0.1704E+02	  0.7405E+01	  0.7986E+01	  0.8090E+01	   21.254	   19.312	   19.739	   19.749	       23	   3320	   1820	 39	 2	   0.615	     0	         0
001202	 11.0260525	 61.4534959	 -0.1939E+02	 -0.4529E+02	  0.8909E+02	  0.9097E+02	   99.999	   99.999	   20.318	   20.253	       16	   2181	   1950	 76	 2	  -1.253	     0	         0
001203	 11.2268490	 61.4536231	  0.6290E+01	  0.9156E+01	  0.5231E+01	  0.5219E+01	   19.714	   18.044	   18.389	   17.585	       90	   5831	   3579	 22	 1	   3.139	     1	         0
001204	 11.0976722	 61.4536334	 -0.2088E+02	 -0.2187E+02	  0.2932E+01	  0.2584E+01	   18.001	   16.686	   16.629	   16.737	      165	   7845	   4945	 53	 1	   4.036	     2	         0
001205	 10.9014938	 61.4537709	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.574	       17	   3544	   1876	 71	 1	   3.495	     0	         0
001206	 11.1567299	 61.4538328	  0.1098E+02	 -0.1082E+01	  0.5667E+01	  0.5612E+01	   21.170	   19.576	   19.647	   18.344	       57	   3735	   3511	133	 2	   0.966	     0	         0
001207	 10.9691395	 61.4539542	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.702	       13	   2989	   1773	  9	 1	   3.729	     0	         0
001208	 11.1906060	 61.4539588	 -0.3491E+02	  0.2370E+01	  0.5616E+02	  0.5654E+02	   21.835	   99.999	   20.186	   18.916	       34	   3620	   2569	 73	 1	   2.985	     0	         0
001209	 11.0088712	 61.4539646	 -0.3735E+03	 -0.5677E+03	  0.5855E+02	  0.5983E+02	   99.999	   99.999	   21.387	   20.359	       14	   2441	   1796	 43	 2	  -0.196	     0	         0
001210	 10.9727875	 61.4540528	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.623	       20	   4144	   2346	158	 1	   5.520	     0	         0
001211	 11.2108641	 61.4540780	 -0.7261E+02	 -0.1303E+03	  0.9034E+02	  0.9181E+02	   99.999	   99.999	   21.179	   20.747	        9	   2301	   1226	 19	 2	   0.208	     0	         0
001212	 10.8325223	 61.4541811	  0.2707E+01	  0.6644E+02	  0.8200E+02	  0.8234E+02	   99.999	   99.999	   20.979	   19.791	       25	   2756	   2437	 70	 2	   0.972	     0	         0
001213	 10.9415613	 61.4541869	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.554	       16	   3727	   2574	 93	 1	   5.696	     0	         0
001214	 11.2986022	 61.4542081	  0.1242E+03	 -0.6526E+02	  0.6267E+01	  0.6319E+01	   21.395	   99.999	   19.828	   19.514	       28	   3381	   2703	 61	 2	  -0.285	     2	         0
001215	 11.0997401	 61.4543479	  0.2030E+02	  0.1254E+02	  0.4042E+01	  0.3938E+01	   18.246	   17.269	   17.791	   17.020	      142	   8608	   4692	 57	 1	   5.610	     1	         0
001216	 11.0822018	 61.4544246	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.725	       20	   2717	   1740	148	 2	  -2.490	     0	         0
001217	 10.8551163	 61.4548876	 -0.2563E+01	  0.3632E+01	  0.8172E+01	  0.8284E+01	   21.418	   19.909	   19.821	   18.884	       46	   3388	   3315	 71	 2	   1.327	     0	         0
001218	 11.0433266	 61.4549048	 -0.6384E+02	  0.1326E+01	  0.8736E+02	  0.8848E+02	   99.999	   99.999	   20.988	   20.631	       11	   2126	   1636	 66	 2	   0.375	     0	         0
001219	 11.0914786	 61.4549827	  0.2577E+03	  0.7268E+02	  0.5782E+02	  0.5819E+02	   21.844	   99.999	   20.787	   19.150	       31	   5865	   2188	 68	 1	   6.636	     0	         0
001220	 11.2956131	 61.4550486	 -0.1285E+02	  0.8765E+01	  0.5779E+01	  0.5817E+01	   20.344	   18.279	   18.644	   17.540	      102	   6057	   4756	114	 1	   3.768	     1	         0
001221	 11.1187416	 61.4550939	 -0.6455E+01	  0.5974E+01	  0.2816E+01	  0.2524E+01	   18.762	   16.930	   16.675	   15.736	      130	   5251	   5118	172	 2	  -0.739	     0	         0
001222	 10.9289551	 61.4552978	  0.1977E+03	  0.1847E+03	  0.1012E+03	  0.1040E+03	   99.999	   99.999	   21.185	   20.212	       17	   2571	   1928	 57	 2	   0.656	     0	         0
001223	 11.0104348	 61.4554760	 -0.7838E+01	  0.1846E+03	  0.6836E+02	  0.7007E+02	   21.804	   99.999	   99.999	   19.910	       14	   3728	   2030	 53	 1	   3.216	     0	         0
001224	 11.2373989	 61.4555156	 -0.5847E+01	 -0.1262E+01	  0.3226E+01	  0.3029E+01	   18.917	   17.786	   17.745	   17.052	       86	   4446	   4075	 35	 2	  -0.859	     0	         0
001225	 11.0730826	 61.4555184	 -0.1500E+01	  0.4324E+01	  0.6939E+01	  0.6897E+01	   21.040	   20.319	   19.447	   19.684	       24	   3216	   2010	 85	 2	   0.879	     0	         0
001226	 10.8171773	 61.4556153	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.644	       18	   2799	   2279	177	 1	   2.183	     0	         0
001227	 11.0258898	 61.4556319	  0.5098E+01	  0.1572E+02	  0.8391E+01	  0.8495E+01	   21.691	   19.871	   20.566	   19.997	       19	   2607	   2038	 15	 2	  -0.416	     0	         0
001228	 10.8643827	 61.4557505	 -0.1600E+02	 -0.7138E+01	  0.7868E+01	  0.7990E+01	   99.999	   19.629	   20.278	   18.611	       49	   3618	   3139	142	 2	   1.037	     0	         0
001229	 11.1240443	 61.4557700	 -0.4941E+02	  0.2319E+02	  0.7152E+02	  0.7152E+02	   99.999	   99.999	   20.487	   19.208	       36	   3225	   3092	151	 2	   1.638	     0	         0
001230	 11.0553055	 61.4558868	 -0.1281E+03	  0.2602E+03	  0.8922E+02	  0.9034E+02	   99.999	   99.999	   21.053	   20.785	        8	   2349	   1138	136	 2	  -0.883	     0	         0
001231	 11.1634478	 61.4559143	 -0.1150E+02	 -0.7479E+01	  0.6855E+01	  0.6769E+01	   21.243	   20.196	   20.005	   18.689	       42	   4284	   2588	130	 1	   3.638	     0	         0
001232	 11.2612844	 61.4559258	  0.3629E+01	 -0.3825E+01	  0.3269E+01	  0.3113E+01	   19.064	   17.898	   17.741	   16.916	      111	   5509	   4354	  3	 2	   2.397	     0	         0
001233	 11.1485171	 61.4559516	  0.3816E+01	  0.1622E+01	  0.5235E+01	  0.5182E+01	   20.365	   19.351	   19.199	   18.415	       49	   4282	   2860	 46	 2	   1.289	     0	         0
001234	 10.8102182	 61.4560553	 -0.1767E+03	  0.2046E+03	  0.9352E+02	  0.9491E+02	   99.999	   99.999	   21.499	   20.605	       11	   2894	   1190	162	 2	   1.093	     0	         0
001235	 11.2175167	 61.4561189	 -0.3333E+03	 -0.2946E+02	  0.9890E+02	  0.1008E+03	   99.999	   99.999	   20.581	   19.026	       30	   5699	   3158	 66	 1	  10.415	     0	         0
001236	 11.0664902	 61.4561928	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.005	       18	   2936	   1745	 98	 2	  -0.572	     2	         0
001237	 11.0977376	 61.4562163	 -0.3615E+01	  0.3712E+01	  0.7922E+02	  0.7996E+02	   99.999	   99.999	   20.708	   19.982	       19	   2626	   2195	 81	 2	  -0.718	     0	         0
001238	 10.8259396	 61.4562489	  0.2186E+02	 -0.5667E+01	  0.8455E+01	  0.8603E+01	   99.999	   19.848	   19.831	   18.603	       49	   4915	   2988	 14	 1	   6.112	     0	         0
001239	 11.2451132	 61.4562868	 -0.9865E+01	 -0.1108E+02	  0.7414E+01	  0.7332E+01	   22.309	   20.530	   20.114	   18.831	       36	   3262	   2875	 10	 1	   2.433	     0	         0
001240	 11.1365096	 61.4563360	 -0.7898E+01	  0.4167E+01	  0.2814E+01	  0.2521E+01	   18.566	   16.841	   16.603	   15.627	      134	   5455	   5329	  0	 2	  -0.307	     0	         0
001241	 11.1054874	 61.4564054	  0.6336E+01	 -0.7052E+01	  0.5731E+01	  0.5678E+01	   21.157	   19.544	   19.700	   18.806	       39	   3514	   2575	 26	 2	  -0.362	     0	         0
001242	 11.1959276	 61.4567136	 -0.9190E+00	 -0.6491E+01	  0.7377E+01	  0.7344E+01	   21.806	   20.776	   20.516	   20.240	       13	   2231	   1630	150	 2	  -2.183	     0	         0
001243	 11.0875108	 61.4567274	  0.7256E+00	  0.1060E+01	  0.2851E+01	  0.2402E+01	   16.916	   15.434	   15.386	   15.040	      189	   7284	   5386	150	 2	   1.288	     2	         0
001244	 11.3116834	 61.4567451	 -0.1074E+00	 -0.5755E+01	  0.7049E+01	  0.7079E+01	   21.159	   18.716	   18.942	   17.699	       82	   5873	   3294	 48	 1	   5.819	     0	         0
001245	 10.9290725	 61.4569331	 -0.2872E+01	  0.1230E+03	  0.8258E+02	  0.8373E+02	   99.999	   99.999	   20.119	   19.637	       26	   2957	   2259	 82	 2	   0.415	     0	         0
001246	 11.0501494	 61.4569571	 -0.4705E+01	  0.6372E+01	  0.5868E+01	  0.5776E+01	   20.506	   19.565	   19.526	   18.410	       46	   4011	   2871	 50	 1	   1.998	     0	         0
001247	 11.0645977	 61.4571960	 -0.1586E+02	  0.1106E+03	  0.9639E+02	  0.9791E+02	   99.999	   99.999	   20.555	   18.795	       41	   5455	   2268	169	 1	   6.072	     1	         0
001248	 11.1614900	 61.4572820	  0.1768E+01	 -0.2292E+01	  0.6622E+01	  0.6571E+01	   20.981	   20.163	   19.867	   19.345	       28	   2686	   2445	168	 2	  -1.274	     0	         0
001249	 10.8858440	 61.4572952	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.359	        8	   2035	   1005	159	 4	  -4.484	     0	         0
001250	 11.1909085	 61.4573278	  0.7255E+00	  0.4200E+01	  0.3158E+01	  0.2960E+01	   18.897	   17.673	   17.483	   16.850	      104	   4737	   4532	 88	 2	   0.420	     0	         0
001251	 11.2076228	 61.4573645	 -0.9116E+02	 -0.1462E+03	  0.8002E+02	  0.8073E+02	   99.999	   99.999	   20.801	   19.884	       22	   3068	   1976	161	 2	   1.589	     0	         0
001252	 11.1167666	 61.4574481	 -0.7866E+01	 -0.2234E+02	  0.8564E+01	  0.8721E+01	   21.700	   19.847	   20.779	   19.034	       31	   3882	   2914	 53	 1	   3.852	     0	         0
001253	 11.0865437	 61.4574848	 -0.2143E+02	  0.3940E+02	  0.5188E+01	  0.5178E+01	   19.468	   17.940	   18.437	   17.580	       96	   9738	   5097	152	 1	   8.932	     1	         0
001254	 10.8717722	 61.4575192	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.746	       12	   4108	   1186	159	 1	   3.227	     0	         0
001255	 11.1708693	 61.4577243	 -0.2103E+01	  0.2172E+01	  0.3634E+01	  0.3494E+01	   19.488	   18.243	   18.188	   17.578	       80	   4164	   3947	 60	 2	   0.451	     0	         0
001256	 10.9570592	 61.4577392	  0.1295E+03	 -0.2919E+02	  0.8739E+02	  0.8812E+02	   99.999	   99.999	   21.085	   20.452	       14	   2740	   1679	146	 2	   1.813	     0	         0
001257	 11.2233895	 61.4578183	  0.6669E+01	 -0.5004E+00	  0.3495E+01	  0.3360E+01	   19.993	   18.055	   18.213	   16.925	      109	   6096	   3899	 43	 2	   2.918	     0	         0
001258	 11.2334077	 61.4578572	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.801	        8	   2304	   1318	 86	 2	   0.158	     0	         0
001259	 10.8280899	 61.4580790	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.746	        9	   2221	   1135	 45	 2	  -0.487	     0	         0
001260	 11.0606609	 61.4580927	  0.1651E+03	  0.2017E+02	  0.5260E+02	  0.5280E+02	   22.244	   99.999	   20.043	   19.932	       24	   3518	   2103	102	 2	   2.064	     0	         0
001261	 11.2167695	 61.4581913	  0.3312E+01	  0.4167E+01	  0.4492E+01	  0.4398E+01	   19.915	   18.926	   18.820	   17.955	       66	   4084	   3400	 84	 2	   0.902	     0	         0
001262	 11.0961975	 61.4582274	 -0.4878E+00	  0.7481E+01	  0.3184E+01	  0.3032E+01	   18.694	   17.750	   17.615	   17.213	       84	   4333	   3992	 40	 2	  -0.558	     0	         0
001263	 10.8179371	 61.4583746	  0.1470E+02	  0.5037E+01	  0.7463E+01	  0.7372E+01	   22.072	   20.568	   20.834	   19.214	       28	   4762	   1906	 36	 1	   2.685	     0	         0
001264	 11.2826385	 61.4583924	 -0.8307E+01	 -0.7897E+01	  0.3130E+01	  0.2985E+01	   19.090	   17.662	   17.681	   17.018	      106	   5075	   4219	118	 2	   1.224	     3	         0
001265	 10.9399284	 61.4586021	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.367	       14	   2608	   1653	 44	 2	   0.367	     0	         0
001266	 11.1439844	 61.4586622	 -0.1253E+01	  0.3307E+01	  0.2865E+01	  0.2565E+01	   19.075	   16.969	   16.666	   15.481	      145	   5574	   5344	 64	 2	  -0.722	     0	         0
001267	 10.9361045	 61.4586857	 -0.3499E+01	  0.9743E+00	  0.8035E+01	  0.8125E+01	   21.111	   19.412	   19.067	   18.265	       53	   4428	   3212	 10	 1	   3.308	     0	         0
001268	 10.9261310	 61.4588530	  0.1530E+01	  0.5347E+01	  0.4040E+01	  0.3934E+01	   19.728	   18.484	   18.499	   17.375	      107	   8018	   3712	173	 1	   5.351	     0	         0
001269	 11.2007216	 61.4590473	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.987	        9	   2774	   1309	 68	 1	   2.122	     0	         0
001270	 11.0131805	 61.4590541	 -0.2855E+01	  0.2346E+01	  0.3556E+01	  0.3453E+01	   19.029	   18.200	   18.026	   17.447	       83	   4191	   4035	112	 2	  -0.414	     0	         0
001271	 10.9169184	 61.4590536	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.417	       14	   2633	   1550	 41	 2	   0.853	     0	         0
001272	 11.1575028	 61.4594718	 -0.5825E+01	 -0.3881E+01	  0.7544E+01	  0.7468E+01	   21.406	   20.742	   19.687	   18.822	       38	   4086	   3219	 79	 1	   4.655	     0	         0
001273	 10.8016943	 61.4595234	 -0.1572E+03	 -0.2043E+03	  0.1008E+03	  0.1020E+03	   99.999	   99.999	   21.303	   19.825	       15	   4329	   1369	 50	 1	   3.460	     0	         0
001274	 11.0048118	 61.4595469	 -0.4407E+01	  0.2043E+01	  0.5036E+01	  0.4988E+01	   19.938	   19.262	   18.860	   18.345	       57	   3986	   3074	 29	 2	   0.763	     0	         0
001275	 11.0321499	 61.4596139	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.493	        8	   2659	    910	 86	 1	  -1.351	     0	         0
001276	 10.9124780	 61.4596810	  0.1612E+03	 -0.5142E+02	  0.8553E+02	  0.8667E+02	   99.999	   99.999	   20.216	   19.831	       22	   3143	   1825	 40	 2	   0.827	     0	         0
001277	 11.0541613	 61.4598122	  0.3388E+01	 -0.2669E+01	  0.8009E+01	  0.8112E+01	   20.847	   19.419	   19.887	   18.451	       53	   4770	   3254	119	 1	   4.448	     0	         0
001278	 11.0475384	 61.4600465	  0.2590E+03	 -0.1315E+03	  0.9861E+02	  0.9939E+02	   99.999	   99.999	   21.211	   19.624	       17	   2826	   2073	 59	 1	   2.521	     0	         0
001279	 11.2874691	 61.4601840	 -0.1129E+02	  0.4624E+02	  0.7441E+02	  0.7478E+02	   99.999	   99.999	   20.484	   19.647	       21	   2995	   2152	  8	 2	  -0.818	     2	         0
001280	 10.8644383	 61.4601880	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.849	        8	   1983	   1262	 73	 2	   0.341	     0	         0
001281	 11.0400860	 61.4603679	  0.2419E+01	 -0.7896E+01	  0.3984E+01	  0.3886E+01	   19.594	   18.262	   18.167	   17.297	      114	   6116	   4486	164	 1	   4.799	     0	         0
001282	 11.1266049	 61.4604012	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.789	        8	   2372	   1256	166	 2	   0.034	     0	         0
001283	 11.0081247	 61.4605513	 -0.4917E+02	  0.2685E+01	  0.8484E+02	  0.8591E+02	   99.999	   99.999	   21.031	   20.216	       14	   2289	   1571	 98	 2	  -2.099	     0	         0
001284	 11.2071393	 61.4606034	 -0.2530E+01	 -0.9778E+01	  0.5863E+01	  0.5764E+01	   20.769	   19.658	   19.572	   18.680	       45	   3537	   2911	100	 2	   0.361	     0	         0
001285	 11.2356972	 61.4607048	  0.1192E+03	  0.2693E+02	  0.9742E+02	  0.9892E+02	   99.999	   99.999	   20.522	   18.932	       34	   4099	   2692	 75	 1	   5.339	     0	         0
001286	 11.1739782	 61.4607856	 -0.1229E+02	 -0.2093E+01	  0.6088E+01	  0.6035E+01	   21.258	   19.796	   19.480	   18.862	       39	   3483	   2553	131	 2	  -0.099	     0	         0
