,DEGREES{IHMS.3},DEGREES{+IDMS.2},mas/yr          ,mas/yr          ,mas/yr          ,mas/yr          ,magnitude       ,magnitude       ,magnitude       ,magnitude       ,pixels          ,0.01 micron     ,0.01 micron     ,degrees         ,                ,sigma           ,                ,                
,DOUBLE,DOUBLE,REAL,REAL,REAL,REAL,REAL,REAL,REAL,REAL,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,REAL,INTEGER,INTEGER
,F11.7,F11.7,E12.4,E12.4,E12.4,E12.4,F7.3 ,F7.3 ,F7.3 ,F7.3 ,I9   ,I7   ,I7   ,I3   ,I2   ,F8.3 ,I6   ,I10  
id,ra,dec,MU_ACOSD,MU_D,SIGMU_A,SIGMU_D,B_J,R_1,R_2,I,AREA,A_I,B_I,PA,CLASS,N_0_1,BLEND,QUALITY
1150,10.9980589,61.4489042,2.397,-286.3,96.26,97.27,99.999,99.999,21.675,20.636,9,2170,1508,66,2,-0.009,0,0
1151,11.1589696,61.4490348,2.645,-1.627,4.296,4.201,19.354,18.761,18.618,18.123,50,3486,3109,153,2,-1.193,0,0
1152,11.1741375,61.4490927,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.345,10,2156,1601,110,2,-1.665,2,0
1153,10.9178111,61.4492314,67.3,-44.25,7.18,7.216,21.29,99.999,20.318,19.077,37,3924,3136,121,2,2.148,2,0
1154,11.0161375,61.4492829,-63.92,-108,59.23,59.32,22.119,99.999,20.39,19.111,29,3873,2418,36,1,4.324,0,0
1155,10.8732533,61.4497356,-51.5,8.474,57.66,58.55,21.238,99.999,99.999,19.772,15,4835,1254,9,1,3.856,0,0
1156,11.177389,61.4497659,1.975,4.198,6.073,5.971,21.92,19.781,19.662,18.639,43,3382,2932,116,2,0.474,0,0
1157,11.1833919,61.4497682,-3.826,-16.99,8.655,8.809,21.734,20.014,19.98,18.688,45,4288,3072,12,1,5.27,0,0
1158,10.9155387,61.4499539,-25.58,24.08,7.112,7.166,21.068,18.758,19.292,18.102,64,4971,3418,122,1,2.09,1,0
1159,10.8453634,61.4499785,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.746,13,3413,1338,114,1,4.011,0,0
1160,10.8254961,61.4501028,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.619,10,2739,1264,30,2,1.549,0,0
1161,10.8190692,61.4502174,-3.736,-2.297,7.305,7.228,99.999,20.573,20.14,19.447,26,2867,2502,127,2,-0.517,0,0
1162,11.0795381,61.4502644,-8.961,10.2,3.767,3.669,19.564,18.363,18.483,17.736,68,3987,3676,160,2,-0.494,0,0
1163,11.0585049,61.4503395,-7.165,6.756,51.59,52.03,21.5,99.999,20.268,19.483,25,2671,2272,35,2,-1.476,0,0
1164,11.1492591,61.4503796,72.42,-5.826,7.22,7.206,99.999,99.999,21.504,20.171,15,2895,1692,125,2,1.243,2,0
1165,11.1471345,61.4504357,-3.6,-5.213,7.059,7.037,21.528,20.373,20.549,19.99,15,2533,1939,24,2,-0.765,1,0
1166,11.0924285,61.4504638,4.305,-5.804,2.979,2.731,18.02,17.392,17.013,16.443,117,6271,4029,140,2,0.611,0,0
1167,10.8530771,61.4504741,-421.9,-33.69,53.81,53.99,22.37,99.999,21.231,20.034,15,2267,1879,105,2,-0.995,0,0
1168,11.1107196,61.4504959,88.94,-82.38,64.84,66.16,21.956,99.999,20.222,19.258,27,3108,2555,71,1,2.697,0,0
1169,11.0130664,61.4506586,30.28,81.27,91.09,91.9,99.999,99.999,20.772,19.317,24,5523,1366,12,1,5.412,0,0
1170,11.1727395,61.4506987,0.4114,0.8138,3.761,3.616,19.457,18.375,18.238,17.425,83,4572,3918,155,2,1.15,1,0
1171,11.1950745,61.4507904,-1.642,8.95,6.403,6.318,20.984,19.847,19.782,18.638,47,3939,3263,68,1,3.119,0,0
1172,11.0831753,61.4508643,4.687,-4.338,6.907,6.809,21.228,20.358,20.14,19.443,28,3739,2949,130,2,1.723,0,0
1173,11.2586459,61.4508717,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.337,8,3365,949,176,1,1.636,0,0
1174,10.8121559,61.4509164,0.8832,4.029,2.867,2.614,19.855,17.131,17.086,15.084,171,5999,5850,128,2,0.157,0,0
1175,11.0477825,61.4509325,4.763,-0.6587,3.035,2.787,18.449,17.457,17.084,16.519,112,5573,4161,131,2,0.74,0,0
1176,11.2456472,61.4509835,246.6,171.5,96.12,98.42,99.999,99.999,20.836,20.192,15,2565,1732,83,2,1.812,0,0
1177,10.9791714,61.4511777,-30.04,438.9,105.1,107.7,99.999,99.999,20.75,19.643,20,3662,1925,1,1,1.498,0,0
1178,11.0238357,61.4513318,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.518,10,2643,1228,104,2,-0.221,0,0
1179,11.160748,61.4513387,27.09,-1.598,60.95,60.68,22.267,99.999,20.584,19.269,26,3532,2728,112,1,2.695,0,0
1180,11.1902003,61.4513553,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.2,8,2818,910,154,1,0.561,0,0
1181,10.9766997,61.4514315,162.7,42.08,112.9,115.9,99.999,99.999,20.955,20.442,8,3464,951,87,1,1.78,0,0
1182,10.9696672,61.4515198,-195.9,-109.6,64.41,65.82,22,99.999,20.7,19.193,26,3593,2351,28,1,3.075,0,0
1183,10.9653769,61.4517065,25.44,4.173,5.396,5.354,21.151,19.261,19.748,18.075,59,4443,3040,100,1,1.702,0,0
1184,11.1675616,61.4517552,-1.403,0.6616,3.204,3.047,18.798,17.829,17.508,16.786,106,4699,4543,11,2,0.564,0,0
1185,10.8481125,61.4518652,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.494,10,2702,1156,159,2,-0.52,0,0
1186,11.3121017,61.4519586,20.48,-59.48,78.12,78.49,99.999,99.999,20.585,20.004,15,2115,1803,136,2,-2.734,0,0
1187,10.889994,61.4521282,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.592,10,2823,1962,66,2,1.418,0,0
1188,11.2257713,61.452307,-23.55,-71.59,5.605,5.616,99.999,99.999,20.319,19.744,19,3481,2052,72,2,-2.024,2,0
1189,11.3008654,61.4524256,53.54,169.2,94.21,95.26,99.999,99.999,21.483,20.674,9,2015,1251,7,2,-1.115,0,0
1190,10.907955,61.4525213,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.158,10,3144,1056,49,1,1.696,0,0
1191,10.8648864,61.4526674,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.655,9,2057,1459,135,2,-0.013,0,0
1192,10.9151411,61.4527,-303.2,-60.63,92.9,93.92,99.999,99.999,21.51,20.447,13,2431,1770,76,2,1.128,0,0
1193,10.8678904,61.4527081,-8.083,5.955,7.197,7.154,22.176,20.656,19.972,19.374,29,3184,2413,122,2,0.528,0,0
1194,11.1481687,61.452853,3.752,-5.153,2.933,2.682,18.425,17.31,16.9,16.418,113,4924,4700,170,2,-0.567,0,0
1195,10.8507034,61.4528582,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.302,25,3998,2591,113,1,5.682,0,0
1196,11.2408046,61.4529178,-6.077,-0.1526,6.666,6.62,21.415,19.986,19.459,18.254,64,6008,3086,104,1,6.169,0,0
1197,10.8411556,61.4529682,-4.189,3.118,6.109,3.878,11.429,10.491,15.229,10.509,635,11775,11084,68,2,0.774,0,0
1198,11.1263958,61.4529705,-2.584,-5.792,2.941,2.498,15.908,14.825,15.037,14.902,170,6295,5619,22,2,-0.173,0,0
1199,11.0792442,61.4531326,-186.1,-344.5,95.74,98.69,99.999,99.999,20.59,20.753,8,2772,1433,158,2,-0.035,0,0
1200,11.121811,61.4533366,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.469,13,2104,1817,32,2,0.119,0,0
1201,10.8277008,61.4533567,-17.04,7.405,7.986,8.09,21.254,19.312,19.739,19.749,23,3320,1820,39,2,0.615,0,0
1202,11.0260525,61.4534959,-19.39,-45.29,89.09,90.97,99.999,99.999,20.318,20.253,16,2181,1950,76,2,-1.253,0,0
1203,11.226849,61.4536231,6.29,9.156,5.231,5.219,19.714,18.044,18.389,17.585,90,5831,3579,22,1,3.139,1,0
1204,11.0976722,61.4536334,-20.88,-21.87,2.932,2.584,18.001,16.686,16.629,16.737,165,7845,4945,53,1,4.036,2,0
1205,10.9014938,61.4537709,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.574,17,3544,1876,71,1,3.495,0,0
1206,11.1567299,61.4538328,10.98,-1.082,5.667,5.612,21.17,19.576,19.647,18.344,57,3735,3511,133,2,0.966,0,0
1207,10.9691395,61.4539542,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.702,13,2989,1773,9,1,3.729,0,0
1208,11.190606,61.4539588,-34.91,2.37,56.16,56.54,21.835,99.999,20.186,18.916,34,3620,2569,73,1,2.985,0,0
1209,11.0088712,61.4539646,-373.5,-567.7,58.55,59.83,99.999,99.999,21.387,20.359,14,2441,1796,43,2,-0.196,0,0
1210,10.9727875,61.4540528,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.623,20,4144,2346,158,1,5.52,0,0
1211,11.2108641,61.454078,-72.61,-130.3,90.34,91.81,99.999,99.999,21.179,20.747,9,2301,1226,19,2,0.208,0,0
1212,10.8325223,61.4541811,2.707,66.44,82,82.34,99.999,99.999,20.979,19.791,25,2756,2437,70,2,0.972,0,0
1213,10.9415613,61.4541869,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.554,16,3727,2574,93,1,5.696,0,0
1214,11.2986022,61.4542081,124.2,-65.26,6.267,6.319,21.395,99.999,19.828,19.514,28,3381,2703,61,2,-0.285,2,0
1215,11.0997401,61.4543479,20.3,12.54,4.042,3.938,18.246,17.269,17.791,17.02,142,8608,4692,57,1,5.61,1,0
1216,11.0822018,61.4544246,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.725,20,2717,1740,148,2,-2.49,0,0
1217,10.8551163,61.4548876,-2.563,3.632,8.172,8.284,21.418,19.909,19.821,18.884,46,3388,3315,71,2,1.327,0,0
1218,11.0433266,61.4549048,-63.84,1.326,87.36,88.48,99.999,99.999,20.988,20.631,11,2126,1636,66,2,0.375,0,0
1219,11.0914786,61.4549827,257.7,72.68,57.82,58.19,21.844,99.999,20.787,19.15,31,5865,2188,68,1,6.636,0,0
1220,11.2956131,61.4550486,-12.85,8.765,5.779,5.817,20.344,18.279,18.644,17.54,102,6057,4756,114,1,3.768,1,0
1221,11.1187416,61.4550939,-6.455,5.974,2.816,2.524,18.762,16.93,16.675,15.736,130,5251,5118,172,2,-0.739,0,0
1222,10.9289551,61.4552978,197.7,184.7,101.2,104,99.999,99.999,21.185,20.212,17,2571,1928,57,2,0.656,0,0
1223,11.0104348,61.455476,-7.838,184.6,68.36,70.07,21.804,99.999,99.999,19.91,14,3728,2030,53,1,3.216,0,0
1224,11.2373989,61.4555156,-5.847,-1.262,3.226,3.029,18.917,17.786,17.745,17.052,86,4446,4075,35,2,-0.859,0,0
1225,11.0730826,61.4555184,-1.5,4.324,6.939,6.897,21.04,20.319,19.447,19.684,24,3216,2010,85,2,0.879,0,0
1226,10.8171773,61.4556153,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.644,18,2799,2279,177,1,2.183,0,0
1227,11.0258898,61.4556319,5.098,15.72,8.391,8.495,21.691,19.871,20.566,19.997,19,2607,2038,15,2,-0.416,0,0
1228,10.8643827,61.4557505,-16,-7.138,7.868,7.99,99.999,19.629,20.278,18.611,49,3618,3139,142,2,1.037,0,0
1229,11.1240443,61.45577,-49.41,23.19,71.52,71.52,99.999,99.999,20.487,19.208,36,3225,3092,151,2,1.638,0,0
1230,11.0553055,61.4558868,-128.1,260.2,89.22,90.34,99.999,99.999,21.053,20.785,8,2349,1138,136,2,-0.883,0,0
1231,11.1634478,61.4559143,-11.5,-7.479,6.855,6.769,21.243,20.196,20.005,18.689,42,4284,2588,130,1,3.638,0,0
1232,11.2612844,61.4559258,3.629,-3.825,3.269,3.113,19.064,17.898,17.741,16.916,111,5509,4354,3,2,2.397,0,0
1233,11.1485171,61.4559516,3.816,1.622,5.235,5.182,20.365,19.351,19.199,18.415,49,4282,2860,46,2,1.289,0,0
1234,10.8102182,61.4560553,-176.7,204.6,93.52,94.91,99.999,99.999,21.499,20.605,11,2894,1190,162,2,1.093,0,0
1235,11.2175167,61.4561189,-333.3,-29.46,98.9,100.8,99.999,99.999,20.581,19.026,30,5699,3158,66,1,10.415,0,0
1236,11.0664902,61.4561928,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.005,18,2936,1745,98,2,-0.572,2,0
1237,11.0977376,61.4562163,-3.615,3.712,79.22,79.96,99.999,99.999,20.708,19.982,19,2626,2195,81,2,-0.718,0,0
1238,10.8259396,61.4562489,21.86,-5.667,8.455,8.603,99.999,19.848,19.831,18.603,49,4915,2988,14,1,6.112,0,0
1239,11.2451132,61.4562868,-9.865,-11.08,7.414,7.332,22.309,20.53,20.114,18.831,36,3262,2875,10,1,2.433,0,0
1240,11.1365096,61.456336,-7.898,4.167,2.814,2.521,18.566,16.841,16.603,15.627,134,5455,5329,0,2,-0.307,0,0
1241,11.1054874,61.4564054,6.336,-7.052,5.731,5.678,21.157,19.544,19.7,18.806,39,3514,2575,26,2,-0.362,0,0
1242,11.1959276,61.4567136,-0.919,-6.491,7.377,7.344,21.806,20.776,20.516,20.24,13,2231,1630,150,2,-2.183,0,0
1243,11.0875108,61.4567274,0.7256,1.06,2.851,2.402,16.916,15.434,15.386,15.04,189,7284,5386,150,2,1.288,2,0
1244,11.3116834,61.4567451,-0.1074,-5.755,7.049,7.079,21.159,18.716,18.942,17.699,82,5873,3294,48,1,5.819,0,0
1245,10.9290725,61.4569331,-2.872,123,82.58,83.73,99.999,99.999,20.119,19.637,26,2957,2259,82,2,0.415,0,0
1246,11.0501494,61.4569571,-4.705,6.372,5.868,5.776,20.506,19.565,19.526,18.41,46,4011,2871,50,1,1.998,0,0
1247,11.0645977,61.457196,-15.86,110.6,96.39,97.91,99.999,99.999,20.555,18.795,41,5455,2268,169,1,6.072,1,0
1248,11.16149,61.457282,1.768,-2.292,6.622,6.571,20.981,20.163,19.867,19.345,28,2686,2445,168,2,-1.274,0,0
1249,10.885844,61.4572952,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.359,8,2035,1005,159,4,-4.484,0,0
1250,11.1909085,61.4573278,0.7255,4.2,3.158,2.96,18.897,17.673,17.483,16.85,104,4737,4532,88,2,0.42,0,0
1251,11.2076228,61.4573645,-91.16,-146.2,80.02,80.73,99.999,99.999,20.801,19.884,22,3068,1976,161,2,1.589,0,0
1252,11.1167666,61.4574481,-7.866,-22.34,8.564,8.721,21.7,19.847,20.779,19.034,31,3882,2914,53,1,3.852,0,0
1253,11.0865437,61.4574848,-21.43,39.4,5.188,5.178,19.468,17.94,18.437,17.58,96,9738,5097,152,1,8.932,1,0
1254,10.8717722,61.4575192,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.746,12,4108,1186,159,1,3.227,0,0
1255,11.1708693,61.4577243,-2.103,2.172,3.634,3.494,19.488,18.243,18.188,17.578,80,4164,3947,60,2,0.451,0,0
1256,10.9570592,61.4577392,129.5,-29.19,87.39,88.12,99.999,99.999,21.085,20.452,14,2740,1679,146,2,1.813,0,0
1257,11.2233895,61.4578183,6.669,-0.5004,3.495,3.36,19.993,18.055,18.213,16.925,109,6096,3899,43,2,2.918,0,0
1258,11.2334077,61.4578572,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.801,8,2304,1318,86,2,0.158,0,0
1259,10.8280899,61.458079,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.746,9,2221,1135,45,2,-0.487,0,0
1260,11.0606609,61.4580927,165.1,20.17,52.6,52.8,22.244,99.999,20.043,19.932,24,3518,2103,102,2,2.064,0,0
1261,11.2167695,61.4581913,3.312,4.167,4.492,4.398,19.915,18.926,18.82,17.955,66,4084,3400,84,2,0.902,0,0
1262,11.0961975,61.4582274,-0.4878,7.481,3.184,3.032,18.694,17.75,17.615,17.213,84,4333,3992,40,2,-0.558,0,0
1263,10.8179371,61.4583746,14.7,5.037,7.463,7.372,22.072,20.568,20.834,19.214,28,4762,1906,36,1,2.685,0,0
1264,11.2826385,61.4583924,-8.307,-7.897,3.13,2.985,19.09,17.662,17.681,17.018,106,5075,4219,118,2,1.224,3,0
1265,10.9399284,61.4586021,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.367,14,2608,1653,44,2,0.367,0,0
1266,11.1439844,61.4586622,-1.253,3.307,2.865,2.565,19.075,16.969,16.666,15.481,145,5574,5344,64,2,-0.722,0,0
1267,10.9361045,61.4586857,-3.499,0.9743,8.035,8.125,21.111,19.412,19.067,18.265,53,4428,3212,10,1,3.308,0,0
1268,10.926131,61.458853,1.53,5.347,4.04,3.934,19.728,18.484,18.499,17.375,107,8018,3712,173,1,5.351,0,0
1269,11.2007216,61.4590473,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.987,9,2774,1309,68,1,2.122,0,0
1270,11.0131805,61.4590541,-2.855,2.346,3.556,3.453,19.029,18.2,18.026,17.447,83,4191,4035,112,2,-0.414,0,0
1271,10.9169184,61.4590536,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.417,14,2633,1550,41,2,0.853,0,0
1272,11.1575028,61.4594718,-5.825,-3.881,7.544,7.468,21.406,20.742,19.687,18.822,38,4086,3219,79,1,4.655,0,0
1273,10.8016943,61.4595234,-157.2,-204.3,100.8,102,99.999,99.999,21.303,19.825,15,4329,1369,50,1,3.46,0,0
1274,11.0048118,61.4595469,-4.407,2.043,5.036,4.988,19.938,19.262,18.86,18.345,57,3986,3074,29,2,0.763,0,0
1275,11.0321499,61.4596139,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.493,8,2659,910,86,1,-1.351,0,0
1276,10.912478,61.459681,161.2,-51.42,85.53,86.67,99.999,99.999,20.216,19.831,22,3143,1825,40,2,0.827,0,0
1277,11.0541613,61.4598122,3.388,-2.669,8.009,8.112,20.847,19.419,19.887,18.451,53,4770,3254,119,1,4.448,0,0
1278,11.0475384,61.4600465,259,-131.5,98.61,99.39,99.999,99.999,21.211,19.624,17,2826,2073,59,1,2.521,0,0
1279,11.2874691,61.460184,-11.29,46.24,74.41,74.78,99.999,99.999,20.484,19.647,21,2995,2152,8,2,-0.818,2,0
1280,10.8644383,61.460188,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.849,8,1983,1262,73,2,0.341,0,0
1281,11.040086,61.4603679,2.419,-7.896,3.984,3.886,19.594,18.262,18.167,17.297,114,6116,4486,164,1,4.799,0,0
1282,11.1266049,61.4604012,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.789,8,2372,1256,166,2,0.034,0,0
1283,11.0081247,61.4605513,-49.17,2.685,84.84,85.91,99.999,99.999,21.031,20.216,14,2289,1571,98,2,-2.099,0,0
1284,11.2071393,61.4606034,-2.53,-9.778,5.863,5.764,20.769,19.658,19.572,18.68,45,3537,2911,100,2,0.361,0,0
1285,11.2356972,61.4607048,119.2,26.93,97.42,98.92,99.999,99.999,20.522,18.932,34,4099,2692,75,1,5.339,0,0
1286,11.1739782,61.4607856,-12.29,-2.093,6.088,6.035,21.258,19.796,19.48,18.862,39,3483,2553,131,2,-0.099,0,0
1287,11.284205,61.4609604,-1.541,7.473,2.777,2.483,17.693,16.519,16.568,16.187,142,5544,5168,106,2,0.472,1,0
1288,11.317048,61.4610114,0.2086,-22.59,7.397,7.319,21.921,20.586,20.127,18.688,47,6050,2688,140,1,8.187,0,0
1289,11.2954601,61.4610578,28.36,37.74,100.3,101.1,99.999,99.999,21.466,19.461,21,3770,1786,160,1,2.439,0,0
1290,10.8160721,61.4612022,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.751,10,2481,1319,162,2,1.18,0,0
1291,10.9104692,61.4612125,209.9,-225,62.65,63.78,21.491,99.999,21.18,19.237,26,4672,2323,145,1,4.911,0,0
1292,11.3074865,61.4613162,-13.66,8.311,7.643,7.719,21.456,19.164,19.748,18.961,40,3271,2893,142,2,0.852,0,0
1293,10.9554773,61.4615992,-71.05,-81.89,74.56,74.56,99.999,99.999,20.657,19.317,34,3178,2688,81,2,1.308,0,0
1294,10.8687057,61.4616141,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.896,14,3915,1032,70,1,1.737,0,0
1295,10.8983843,61.4617533,2.611,6.802,5.839,5.792,21.975,19.709,19.193,18.197,62,4888,2944,10,2,1.25,0,0
1296,11.0543847,61.4619063,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.841,8,2238,1000,91,2,0.598,0,0
1297,10.9484356,61.461994,-0.06093,5.587,5.026,4.93,20.173,19.211,18.796,18.123,60,3910,3273,166,2,0.556,0,0
1298,10.9590531,61.4620364,10.25,0.1996,6.569,6.537,21.975,19.857,20.121,18.552,45,4613,2765,170,1,3.013,0,0
1299,10.901264,61.4620925,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.736,9,2289,1261,99,2,-0.46,0,0
1300,11.2282934,61.4621086,-0.09143,-1.257,2.757,2.413,17.679,16.206,16.121,15.399,160,6116,5330,172,2,0.867,0,0
1301,11.0685511,61.4621579,26.34,22.78,52.92,53.14,22.181,99.999,19.726,20.091,16,2461,1942,163,2,-0.379,0,0
1302,11.2781763,61.4622518,-7.737,0.9668,6.829,6.773,99.999,20.273,20.23,19.121,37,3579,2617,66,2,0.584,0,0
1303,11.1378784,61.4625561,-0.9032,1.708,3.071,2.864,18.956,17.646,17.086,16.099,123,5223,4798,135,2,-0.83,0,0
1304,11.1890441,61.4626265,7.065,-5.512,2.893,2.442,16.472,15.163,14.95,14.609,196,6620,6046,109,2,0.607,0,0
1305,11.2706408,61.4628311,7.885,100.7,46.61,46.32,21.653,99.999,20.413,19.386,30,2954,2709,105,2,0.031,0,0
1306,10.8878952,61.462897,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.611,12,2830,1543,7,2,1.351,0,0
1307,10.8844282,61.4629107,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.281,9,3073,961,95,1,1.178,0,0
1308,10.920025,61.4630734,5.764,4.119,4.871,4.824,20.152,19.14,19.141,18.315,53,3640,3127,37,2,0.028,0,0
1309,10.9446879,61.4631199,20.88,28.45,9.009,9.09,99.999,20.271,99.999,19.863,14,3483,1906,7,1,2.487,0,0
1310,11.048481,61.4631571,-11.39,-0.5461,7.437,7.467,20.729,18.985,19.321,18.672,42,3350,2829,13,2,-1.34,1,0
1311,10.9231871,61.4632465,64.91,10.17,5.3,5.262,99.999,99.999,20.658,20.059,16,2115,1894,119,2,-2.553,0,0
1312,11.2653587,61.4632688,-136.3,18.92,99.96,100.3,99.999,99.999,21.535,19.211,28,3730,2750,124,1,5.185,0,0
1313,11.2042109,61.4634081,3.432,2.295,3.229,3.032,19.072,17.798,17.761,17.084,92,4495,4176,47,2,0.212,0,0
1314,11.0649071,61.4636779,-7.179,-2.318,57.64,58.2,21.588,99.999,20.251,19.428,18,2378,1802,169,4,-3.404,0,0
1315,10.8211107,61.4636836,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.824,9,2321,1211,13,2,2.269,0,0
1316,11.0541807,61.4636934,0.1616,6.236,4.063,4.01,19.548,18.633,18.481,17.825,73,4026,3749,49,2,0.597,0,0
1317,10.9811848,61.4639541,-2.263,-3.212,4.821,4.721,20.185,19.091,18.953,18.36,55,4218,3124,151,2,0.716,0,0
1318,11.1053464,61.4641197,-1.746,-141.3,6.277,6.327,21.798,99.999,20.229,19.872,19,2204,2136,168,2,-2.154,0,0
1319,11.036839,61.4641426,-1.873,12.29,6.977,6.9,22.077,20.248,20.182,19.754,24,3437,2134,61,2,1.646,0,0
1320,10.9270976,61.4642113,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.299,8,3140,743,34,1,0.196,0,0
1321,11.2490529,61.4642171,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.724,8,2201,1013,36,2,-1.438,0,0
1322,11.0492247,61.4643391,14.33,71.46,7.789,7.855,99.999,99.999,21.192,19.993,21,3510,1950,92,2,1.529,2,0
1323,10.8638287,61.4643494,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.145,9,3143,941,29,1,0.734,0,0
1324,11.0225707,61.4644342,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.759,9,1822,1740,999,2,-0.712,0,1
1325,10.9135236,61.4644354,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.181,18,3095,1910,43,2,2.015,0,0
1326,11.0901298,61.4646227,-5.147,-3,5.94,5.888,20.74,19.671,19.541,19.154,36,3111,2921,106,2,-0.688,0,0
1327,10.8202925,61.4647316,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.605,11,3114,1378,80,2,0.85,0,0
1328,11.0149984,61.4648204,-5.713,-1.284,6.386,6.277,21.284,19.942,19.813,18.854,41,3439,3023,12,2,0.889,0,0
1329,11.1994313,61.4648244,-1.784,5.422,6.42,6.376,20.853,19.886,19.765,18.469,52,4105,3282,119,1,4.409,0,0
1330,11.255062,61.4648387,131.7,-14.12,95.17,96.65,99.999,99.999,20.197,19.177,28,3793,2173,58,1,1.242,0,0
1331,11.1523737,61.4649585,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.742,9,2410,1114,46,2,0.396,0,0
1332,11.0820947,61.4649785,-4.808,5.666,2.831,2.536,17.389,16.853,16.535,16.412,122,5429,4646,34,2,1.065,0,0
1333,11.1566726,61.4650467,-5.693,-26.55,7.166,7.255,20.547,18.819,19.327,17.856,78,5467,3628,166,1,2.843,2,0
1334,11.1715861,61.4650662,-122.3,-57.88,87.38,88.48,99.999,99.999,21.051,20.539,13,2360,1565,52,2,1.532,0,0
1335,11.1816828,61.4652066,4.947,2.719,8.099,8.246,21.025,19.54,19.045,18.509,51,5185,3532,50,1,3.792,2,0
1336,11.3070826,61.4652077,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.166,11,3582,1205,28,1,1.691,0,0
1337,11.0063651,61.4652535,-40.53,25.08,86.27,87.37,99.999,99.999,21.03,20.432,13,2058,1835,121,2,-0.065,0,0
1338,10.8543485,61.465273,-2.219,12.61,6.421,6.333,21.285,19.778,19.202,18.635,40,4348,2483,55,1,1.899,0,0
1339,11.2778755,61.4653945,1.53,-7.726,5.07,4.977,20.869,19.21,19.222,18.43,53,3752,3071,6,2,0.884,0,0
1340,10.9930066,61.4654008,1.995,-30.8,7.27,7.239,21.821,20.732,20.566,19.588,28,3067,2259,167,2,0.389,0,0
1341,11.285603,61.4657205,22.03,1.717,5.895,5.839,21.886,19.526,19.487,19.123,32,2858,2733,36,2,-1.293,0,0
1342,10.9599756,61.4657234,23.24,0.1267,2.988,2.487,15.412,14.357,14.339,14.198,205,6618,6499,69,2,-0.85,0,0
1343,11.042866,61.4657406,217.4,136,57.48,57.37,21.99,99.999,20.053,18.923,34,4478,3123,173,1,6.857,0,0
1344,10.8696803,61.4657612,49.02,6.193,10.3,10.51,99.999,20.344,99.999,19.984,12,3035,1184,19,1,1.161,0,0
1345,11.1829112,61.4658609,4.004,6.326,5.431,5.423,19.615,18.074,18.47,17.57,103,6321,3845,50,1,5.406,1,0
1346,11.3056937,61.4659033,-6.072,-3.983,9.974,10.21,99.999,20.218,99.999,19.544,18,3216,1944,147,1,4.304,0,0
1347,11.1600966,61.4659526,14.69,-6.873,6.47,6.423,21.87,19.932,20.318,19.252,33,3546,2352,104,2,1.269,3,0
1348,11.2024903,61.4659703,14,1.033,7.448,7.364,21.786,20.756,20.288,18.981,33,3571,2427,97,1,2.493,0,0
1349,11.1566405,61.4659795,-6.311,63.94,7.328,7.429,20.547,18.819,19.562,18.57,45,5160,3330,5,1,2.204,1,0
