,DEGREES{IHMS.3},DEGREES{+IDMS.2},mas/yr          ,mas/yr          ,mas/yr          ,mas/yr          ,magnitude       ,magnitude       ,magnitude       ,magnitude       ,pixels          ,0.01 micron     ,0.01 micron     ,degrees         ,                ,sigma           ,                ,                
,DOUBLE,DOUBLE,REAL,REAL,REAL,REAL,REAL,REAL,REAL,REAL,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,REAL,INTEGER,INTEGER
,F11.7,F11.7,E12.4,E12.4,E12.4,E12.4,F7.3 ,F7.3 ,F7.3 ,F7.3 ,I9   ,I7   ,I7   ,I3   ,I2   ,F8.3 ,I6   ,I10  
id,ra,dec,MU_ACOSD,MU_D,SIGMU_A,SIGMU_D,B_J,R_1,R_2,I,AREA,A_I,B_I,PA,CLASS,N_0_1,BLEND,QUALITY
1350,11.1054083,61.4660076,3.738,23.21,5.731,5.778,19.661,18.323,18.769,18.049,60,3870,3300,36,2,0.205,0,0
1351,11.1953392,61.4660528,3.682,4.094,7.315,7.263,99.999,20.678,20.13,19.343,34,3251,2780,72,2,1.671,0,0
1352,10.940487,61.4660545,-119.5,-112.8,97.42,98.18,99.999,99.999,21.248,19.419,23,3638,2003,38,1,2.745,0,0
1353,10.9060769,61.4660998,-50.31,45.01,80.13,80.47,99.999,99.999,20.906,19.712,26,3313,2392,65,2,1.486,0,0
1354,11.2371451,61.4661256,11.33,2.531,6.129,6.091,21.264,19.7,19.571,18.246,55,4078,3263,41,1,2.375,0,0
1355,11.0496395,61.4661949,47.71,8.985,7.8,7.898,22.179,19.009,20.083,18.479,46,5761,2628,117,1,5.107,0,0
1356,11.3201449,61.4662052,2.897,4.736,3.139,2.577,14.848,13.736,13.78,13.452,242,7278,7041,25,2,-0.37,0,0
1357,11.0662833,61.4662832,19.34,-89.71,8.053,8.157,21.885,99.999,19.884,18.93,34,3280,3093,67,1,2.223,2,0
1358,11.2889937,61.4665393,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.876,14,3502,1549,170,1,2.361,0,0
1359,10.93047,61.4665668,-112.2,29.48,100,103,99.999,99.999,20.847,20.876,8,2066,1275,8,2,2.531,0,0
1360,11.1181005,61.4668217,6.875,1.524,8.137,8.275,20.626,19.622,19.114,18.318,54,4315,3363,170,1,3.869,0,0
1361,10.9258542,61.4668326,-58.63,-99.32,96.81,99.42,99.999,99.999,20.75,20.513,11,2311,1220,24,2,-1.66,0,0
1362,11.0006229,61.4668532,-134.1,-101,90.4,91.47,99.999,99.999,21.25,20.593,10,1925,1405,90,2,-1.478,0,0
1363,10.9174369,61.4668945,6.386,1.258,6.876,6.838,21.454,20.153,19.658,18.447,48,4164,2976,70,1,3.937,0,0
1364,11.0394534,61.4669295,-1.719,2.056,6.264,6.212,21.087,19.899,19.683,18.944,40,3286,2942,78,2,0.249,0,0
1365,11.1159931,61.4669764,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.833,8,2160,1049,36,2,-0.088,0,0
1366,11.0914854,61.4672486,9.734,4.985,6.658,6.572,21.249,19.978,20.029,18.628,51,7017,3346,159,1,8.003,1,0
1367,10.9941737,61.4675729,-197.6,156.7,91.01,92.89,99.999,99.999,20.551,20.03,20,3629,2657,95,2,1.836,0,0
1368,10.8317597,61.4675838,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.048,9,4029,1186,55,1,2.465,0,0
1369,11.0612224,61.4676078,1.651,-0.5502,6.759,6.712,21.272,20.284,19.984,19.477,24,2800,2153,120,2,-1.051,0,0
1370,11.0656806,61.4676267,-1.358,28.21,7.626,7.713,21.715,19.071,19.852,19.082,41,3819,3019,168,2,1.541,1,0
1371,11.238625,61.4676869,18.18,8.15,8.523,8.708,21.803,20.347,20.345,19.422,32,3443,3035,120,2,1.24,0,0
1372,10.9978865,61.4678697,11.68,58.47,91.88,93.31,99.999,99.999,21.307,20.714,9,2487,1007,50,2,-1.015,0,0
1373,11.1302672,61.4678897,-5.109,4.081,5.781,5.742,20.908,19.545,19.313,18.244,53,4722,2929,63,1,2.461,0,0
1374,11.154909,61.4680794,-10.72,6.9,4.959,4.914,20.681,19.194,19.073,18.174,56,3572,3403,103,2,-0.59,0,0
1375,10.98059,61.4683785,0.8407,3.665,6.354,6.298,21.466,19.953,19.93,18.77,45,3611,3026,123,2,0.999,0,0
1376,11.2958784,61.468383,2.769,0.7687,6.574,6.509,21.938,20.16,19.833,18.886,41,3438,2994,121,2,0.698,0,0
1377,11.0888109,61.4684529,472,308.8,88.55,89.36,99.999,99.999,20.655,19.139,29,6503,2815,38,1,8.742,2,0
1378,10.970926,61.468473,-3.292,6.783,2.76,2.409,18.557,16.203,16.277,15.141,152,5876,5459,23,2,-1.201,0,0
1379,11.1780175,61.4685704,1.431,-3.934,4.762,4.71,20.392,19.072,19.06,18.222,58,3772,3435,20,2,1.352,0,0
1380,10.9886636,61.4689526,1.399,1.6,3.232,3.037,18.678,17.786,17.674,17.204,96,4803,4075,125,2,0.753,0,0
1381,11.0363629,61.4690557,-3.941,-11.25,7.176,7.091,21.99,20.296,20.598,19.143,27,3454,2369,95,1,2.74,0,0
1382,11.1541539,61.4693364,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.83,8,2287,1101,124,2,0.634,0,0
1383,11.1349368,61.4693387,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.104,18,3405,2045,178,2,1.795,0,0
1384,11.1163816,61.4696991,19.7,-13.88,93.47,95.69,99.999,99.999,20.468,20.63,10,2395,1662,143,2,-0.257,0,0
1385,11.1306208,61.4697146,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.29,9,3419,1065,148,1,1.345,0,0
1386,10.8452855,61.4698166,-368.6,-70.79,96.53,99.49,99.999,99.999,20.647,20.747,10,2002,1489,138,2,0.388,0,0
1387,11.321842,61.4698292,-2.982,-28.55,8.585,8.737,99.999,19.893,20.154,18.432,54,4747,2991,177,1,6.191,0,0
1388,10.9369043,61.470008,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.292,9,2175,990,85,4,-4.425,0,0
1389,11.0639245,61.4702148,2.358,3.624,3.575,3.428,19.111,18.182,18.061,17.62,74,3999,3825,16,2,0.158,0,0
1390,11.1200119,61.4702543,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.433,16,2905,1808,56,1,2.94,0,0
1391,10.8125896,61.4702881,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.762,9,1955,1749,0,2,-0.505,0,0
1392,11.3096638,61.4702921,115.2,-80.59,58.15,59.66,22.037,99.999,20.322,20.081,16,2428,1746,73,2,-1.274,0,0
1393,10.8417246,61.4703294,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.909,9,2615,1530,74,1,2.45,0,0
1394,11.2392616,61.470468,-9.85,20.15,61.14,61.5,21.886,99.999,20.359,19.737,12,2415,1809,119,4,-4.88,2,0
1395,11.2254029,61.4705293,-2.714,-0.9058,5.916,5.808,20.873,19.628,19.735,18.85,46,3527,3247,29,2,1.318,0,0
1396,11.1858739,61.4705672,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.17,11,3070,1413,1,1,1.256,0,0
1397,10.9441505,61.4705889,-44.83,64.34,93.75,95.22,99.999,99.999,20.085,19.192,28,4653,2557,127,1,5.581,0,0
1398,11.1523869,61.4707052,23.52,34.73,91.95,93.01,99.999,99.999,21.379,20.571,10,1910,1480,28,2,-1.357,0,0
1399,11.0460843,61.4707368,53.39,252.1,96.26,98.87,99.999,99.999,20.674,20.635,10,2452,1427,59,2,0.208,0,0
1400,11.2645685,61.4707872,38.44,-2.175,53.21,53.76,21.571,99.999,19.96,19.575,27,3554,1969,35,2,1.785,0,0
1401,11.2529444,61.4708731,178.1,-40.71,57.36,57.27,22.162,99.999,20.384,18.8,40,4591,2833,5,1,9.617,0,0
1402,11.1719304,61.4709665,6.433,5.515,2.819,2.472,18.029,16.645,16.564,15.881,161,6592,5107,106,2,1.665,1,0
1403,11.1686153,61.4709682,-150.2,6.445,3.669,3.413,20.839,99.999,19.902,19.34,27,4752,3185,85,2,-0.228,2,0
1404,11.0255094,61.471112,0.1592,-3.676,6.624,6.535,20.995,19.969,19.755,18.933,36,5551,2771,52,1,3.687,0,0
1405,11.1613296,61.4711458,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.707,12,3801,1357,160,1,4.377,0,0
1406,11.2357052,61.4712616,3.274,-1.154,2.893,2.442,16.594,15.076,14.896,14.191,219,7257,6125,125,2,-0.295,1,0
1407,11.2835535,61.4712942,-3.095,-3.267,4.595,4.549,21.434,19.046,18.966,17.601,75,4196,3705,64,2,0.541,0,0
1408,10.9126241,61.4713149,-2.745,-4.293,7.068,6.966,22.256,20.628,20.087,19.139,31,2898,2663,39,2,-1.719,0,0
1409,11.1036556,61.4713275,-8.353,-2.061,7.054,6.971,21.214,20.529,20.296,19.713,24,2741,2573,111,2,0.276,0,0
1410,11.2196424,61.4714925,-0.107,0.6112,3.807,3.709,19.591,18.395,18.473,17.666,69,4019,3559,91,2,-0.308,0,0
1411,10.854093,61.4715721,-4.891,3.583,3.61,3.464,20.072,18.239,18.253,17.224,92,4472,4206,35,2,0.587,0,0
1412,10.8755961,61.4715773,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.753,9,2491,1044,45,2,-0.271,0,0
1413,10.9311174,61.4716277,3.5,2.281,4.207,4.166,21.135,18.749,18.647,17.63,72,4016,3726,150,2,-0.477,0,0
1414,11.2110085,61.471756,6.277,1.229,3.731,3.634,19.799,18.36,18.389,17.424,83,4381,4003,9,2,1.093,0,0
1415,11.0081894,61.4718076,18.95,16.12,7.07,6.976,22.104,20.532,20.125,18.096,78,5299,5255,149,1,6.369,2,0
1416,11.0825307,61.4718351,5.845,1.212,6.18,6.078,20.95,19.783,19.821,18.968,40,3324,2956,110,2,1.345,0,0
1417,11.2018572,61.4718443,166,7.453,98.22,99,99.999,99.999,21.224,19.579,18,2951,2158,177,1,2.851,0,0
1418,11.0767988,61.471995,4.534,-3.665,8.901,9.098,21.497,20.514,20.286,19.107,29,3737,2698,36,1,2.841,0,0
1419,11.1143694,61.4720672,-1.474,-5.293,4.021,3.923,19.648,18.59,18.526,17.81,69,3942,3687,169,2,0.104,0,0
1420,11.0028752,61.4723302,56.67,-32.6,81.53,81.88,99.999,99.999,20.894,19.917,20,2701,2058,74,2,-0.705,0,0
1421,11.3091011,61.4723393,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.737,9,2270,1133,136,2,-0.152,0,0
1422,11.1212111,61.472368,-4.179,0.1234,6.964,6.864,21.325,20.473,19.683,19.152,35,3170,2710,78,2,0.606,0,0
1423,11.009482,61.472486,-23.23,-18.81,8.062,8.2,22.009,19.611,20.469,19.359,34,4947,3450,48,2,2.016,1,0
1424,10.9597178,61.4727782,3.82,6.546,2.777,2.425,17.008,16.244,16.007,16.028,117,5050,4825,54,2,-1.402,0,0
1425,10.8918526,61.4728527,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.301,25,3585,2520,129,1,3.039,0,0
1426,11.1994588,61.4729782,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.236,8,2991,1074,20,1,1.576,0,0
1427,10.8274665,61.4730584,245.4,-10.64,84.13,84.48,99.999,99.999,21.005,20.065,18,2844,1888,39,2,0.527,0,0
1428,11.2471976,61.4732228,14.84,-1.329,2.771,2.425,17.659,16.229,16.376,16.006,123,5165,4916,114,2,-0.864,2,0
1429,10.8762006,61.4732486,-8.016,-10.62,7.177,7.135,22.032,20.611,20.374,18.104,73,6206,3270,49,1,9.534,0,0
1430,10.9290353,61.4734675,117.2,142.6,96.25,96.99,99.999,99.999,21.359,19.034,31,3854,2749,137,1,3.836,0,0
1431,11.058938,61.473629,-2.589,-9.147,7.297,7.207,21.419,20.804,20.219,19.529,25,2814,2303,3,2,-0.4,0,0
1432,11.0339038,61.4737299,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.643,11,2179,1837,160,2,0.843,0,0
1433,11.022373,61.4737385,-1.034,3.331,3.539,3.392,19.367,18.123,18.064,17.663,66,3869,3601,104,2,-1.228,0,0
1434,10.9002573,61.4737792,-0.4136,-0.5702,4.548,4.503,20.812,18.934,19.251,17.953,74,4323,3734,134,2,2.096,0,0
1435,11.0490814,61.4738118,-7.045,-17.28,7.148,7.105,20.963,20.435,19.687,18.404,48,4082,2980,118,1,2.847,0,0
1436,11.0149652,61.4739298,-5.639,2.373,5.742,5.637,20.831,19.573,19.496,18.808,42,3306,2812,95,2,-0.599,0,0
1437,11.148693,61.4740175,49.77,2.957,86.04,87.52,99.999,99.999,20.145,20.14,16,2822,1758,51,2,0.278,0,0
1438,10.9321276,61.4740255,-85.51,-309.9,92.3,93.08,99.999,99.999,20.995,19.151,29,4292,3187,8,1,5.41,0,0
1439,11.0658078,61.4741206,212.6,46.45,102.7,103.9,99.999,99.999,21.36,19.985,12,3280,1544,85,1,1.809,0,0
1440,11.0077013,61.474151,-38.6,10.93,107.3,109.2,99.999,99.999,21.062,19.272,23,3221,2230,41,1,4.071,0,0
1441,10.8792218,61.4742461,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.794,8,1610,1360,135,2,-2.071,0,0
1442,11.0957758,61.4745246,-8.083,-5.915,6.352,6.298,21.547,19.96,19.737,18.842,43,3443,3063,6,2,0.827,0,0
1443,11.1283358,61.4746747,0.1867,2.631,3.919,3.819,19.437,18.548,18.162,17.617,75,4249,3727,130,2,0.755,0,0
1444,11.0719951,61.4746873,-5.075,5.357,6.632,6.541,21.143,20.069,20.079,19.52,28,3305,2210,41,2,0.498,0,0
1445,11.2884752,61.4747555,-3.636,131.4,93.87,94.66,99.999,99.999,21,19.335,22,4101,1952,170,1,3.382,0,0
1446,10.8864049,61.4747985,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.824,8,2268,1192,81,2,-0.316,0,0
1447,11.0755578,61.474834,30.89,-73.14,7.364,7.333,21.9,99.999,20.576,20.077,17,2803,1659,67,2,0.542,0,0
1448,11.1760385,61.474854,-202.2,64.71,95.65,97.06,99.999,99.999,21.527,20.844,8,2392,975,1,2,1.316,0,0
1449,10.9630197,61.4748959,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.697,19,4295,1538,23,1,1.186,0,0
1450,10.8340458,61.4748976,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.54,12,2992,1967,64,2,1.311,0,0
1451,11.3182026,61.4749411,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.966,12,3254,1107,153,1,1.276,0,0
1452,10.9181141,61.4750076,-6.192,-9.501,7.426,7.371,99.999,20.635,20.261,19.707,26,3206,2390,139,2,0.963,0,0
1453,11.2441592,61.4750947,23.78,11.41,5.835,5.742,20.749,19.45,19.006,18.125,62,5273,3185,49,1,4.6,1,0
1454,10.9242247,61.4751142,6.117,-3.761,7.127,7.059,21.962,20.416,19.915,19.752,22,3208,1737,21,2,-0.338,0,0
1455,11.2023253,61.4753857,7.769,-0.9243,3.531,3.387,19.5,18.142,18.3,17.398,81,4334,3809,33,2,0.025,0,0
1456,11.093736,61.475753,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.043,10,1771,1350,91,4,-5.092,0,0
1457,11.0817251,61.4757582,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.858,8,2654,1205,122,2,1.471,0,0
1458,10.849884,61.4757656,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.871,8,1768,1509,90,2,0.887,0,0
1459,11.067624,61.475812,-1.442,1.985,6.054,6.009,20.781,19.614,19.291,18.355,52,4012,3555,135,1,3.19,0,0
1460,11.1816507,61.4758143,-23.93,133.2,53.28,53.45,22.105,99.999,21.172,20.192,16,2506,1829,108,2,-0.08,0,0
1461,11.209179,61.4760017,164.1,227.3,86.78,88.26,99.999,99.999,20.152,20.211,15,3417,1547,70,2,0.55,0,0
1462,11.2739817,61.4760131,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.608,10,2211,1316,112,2,-0.321,0,0
1463,11.1931041,61.4762165,-7.805,110,87.37,88.48,99.999,99.999,21.026,20.563,11,2711,1325,79,2,0.151,0,0
1464,11.2249944,61.4762795,-15.38,4.073,8.143,8.294,20.798,19.774,19.517,18.416,52,6080,3954,109,1,2.948,2,0
1465,11.2358485,61.4762881,-2.221,3.078,3.349,3.206,18.923,17.983,18.09,17.245,88,4304,4169,26,2,0.258,0,0
1466,11.1152741,61.4763403,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.517,13,2141,1867,60,2,1.741,0,0
1467,11.1340092,61.4764537,-149.3,-3.599,4.398,4.171,21.613,99.999,20.103,19.005,25,7316,3603,90,1,2.194,2,0
1468,10.938296,61.4764893,-4.269,-15.78,5.68,5.724,20.253,18.323,18.579,17.819,60,3717,3341,89,2,-2.025,0,0
1469,11.1371462,61.4765007,-0.6014,-0.8753,2.846,2.442,16.723,15.363,15.272,14.619,203,6745,6119,81,2,0.452,1,0
1470,11.1968358,61.4765322,-2.982,10.66,5.506,5.452,20.809,19.472,19.64,18.509,49,4088,2921,56,2,1.382,0,0
1471,11.0596135,61.4767402,5.664,-6.011,7.823,7.952,21.187,19.622,19.713,18.625,55,3780,3355,43,2,1.928,0,0
1472,11.2216265,61.4767981,-18.51,-4.247,3.017,2.725,18.846,16.918,17.435,16.606,191,7827,5551,107,1,4.07,1,0
1473,11.3056061,61.4768783,-11.09,6.2,6.619,6.578,21.903,19.985,19.937,18.34,56,4666,3025,11,1,3.218,0,0
1474,11.0800051,61.4770811,-15.19,-42.05,8.252,8.36,21.5,19.482,20.145,19.03,31,4515,2460,33,1,1.162,2,0
1475,11.0287746,61.4770897,-32.88,-40.38,57.81,59,22.021,99.999,20.552,20.198,15,3042,1338,145,2,-0.659,0,0
1476,11.3125864,61.4772026,0.8116,-2.52,4.114,4.068,20.301,18.672,18.686,17.681,70,4022,3680,58,2,0.263,0,0
1477,10.9306837,61.4772266,-23.21,-5.896,2.804,2.406,17.323,15.638,15.752,15.128,167,5980,5743,132,2,-0.116,0,0
1478,11.0848878,61.4773997,0.7012,5.706,5.807,5.707,20.605,19.622,19.553,18.694,49,3864,3293,56,2,1.539,0,0
1479,10.9099592,61.477665,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.966,11,3134,1495,143,1,2.54,0,0
1480,11.145387,61.4777681,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.773,9,1933,1450,94,2,-0.265,0,0
1481,11.1720152,61.4778088,-136.5,-59.48,5.174,5.162,22.249,99.999,20.106,19.108,32,5314,3489,9,1,9.477,0,0
1482,10.9169499,61.477858,0.4711,0.935,3.514,3.418,20.233,18.195,17.989,16.878,106,5013,4427,104,2,1.026,0,0
1483,11.0810496,61.4778598,35.34,46.53,8.135,8.238,21.263,19.482,20.112,18.649,46,4994,2917,35,1,3.76,1,0
1484,11.2666472,61.4779606,-0.9632,-2.312,5.706,5.611,20.902,19.511,19.674,18.978,33,3081,2428,106,2,-1.294,0,0
1485,10.8223196,61.4781233,-0.1414,-4.155,4.317,4.227,20.466,18.776,18.999,17.873,65,3660,3598,79,2,-0.529,0,0
1486,10.8553672,61.4782305,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.927,9,3220,1139,93,1,2.758,0,0
1487,11.1754673,61.4782843,11.77,2.849,3.62,3.517,19.485,18.25,18.183,17.423,91,4587,4329,174,2,1.852,0,0
1488,10.9387928,61.4783221,-100.9,-94.33,58.9,59.68,21.519,99.999,20.314,18.733,40,3726,2812,68,1,2.725,0,0
1489,11.1017087,61.4784218,-175.4,-826.5,70.98,72.9,99.999,99.999,20.935,20.475,8,1586,1322,46,4,-2.902,0,0
1490,11.0965573,61.4784505,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.57,15,3197,1594,133,1,2.888,0,0
1491,11.1815561,61.4787284,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.177,12,5463,978,23,1,1.653,0,0
1492,11.1315134,61.4787473,-0.4929,6.922,5.184,5.089,20.291,19.21,19.19,18.027,65,5543,2910,19,1,3.863,0,0
1493,11.0882414,61.4787473,39.75,37.68,97.42,98.18,99.999,99.999,21.256,19.383,23,4132,1915,35,1,3.535,0,0
1494,11.1064929,61.4787725,-16.42,-0.9606,6.394,6.363,20.983,19.79,19.444,18.485,51,5809,2582,52,1,5.32,0,0
1495,10.9484654,61.4788011,-0.6027,1.104,4.092,4.004,20.568,18.666,18.541,17.575,74,3957,3927,96,2,-0.87,0,0
1496,11.3180112,61.478902,-3.138,-9.514,2.832,2.539,18.408,16.787,16.989,16.146,130,5336,4814,69,2,-0.174,0,0
1497,11.1455016,61.4789415,-108.4,119.8,64.98,66.32,21.85,99.999,20.468,19.34,22,3620,2009,138,1,2.612,0,0
1498,11.0580671,61.4789639,3.432,1.028,6.044,5.99,20.925,19.741,19.743,18.828,36,3357,2571,32,2,-1.187,0,0
1499,11.1258727,61.4790389,-10.09,-1.564,2.941,2.487,15.938,14.874,14.722,14.08,224,8492,5924,30,2,0.678,2,0
1500,11.0401077,61.4792125,1.09,3.692,3.651,3.547,19.208,18.297,17.948,17.434,82,4573,3732,159,2,0.572,0,0
1501,11.0056707,61.4792435,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.015,43,3459,3010,170,2,1.667,0,0
1502,11.1188872,61.4792652,4.404,2.702,4.976,4.878,20.438,19.156,19.058,18.606,47,3786,2981,108,2,0.023,0,0
1503,11.322435,61.4792818,71.14,28.63,89.86,91.42,99.999,99.999,20.479,19.958,21,2853,2320,96,2,1.016,0,0
1504,11.0660771,61.4793288,-6.012,-1.137,8.006,8.109,20.941,19.531,19.813,18.247,57,4515,3542,4,1,3.447,0,0
1505,11.0526521,61.4794434,-6.243,10.14,8.373,8.526,21.509,19.695,20.483,19.124,27,3769,2117,27,1,2.713,0,0
1506,11.0745545,61.4797614,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.8,14,3609,1387,109,1,2.891,0,0
1507,11.1020319,61.4798193,-86.36,-31.52,57.53,58.6,21.862,99.999,20.409,20.07,19,2607,2183,133,2,0.868,0,0
1508,10.8374509,61.4799224,-5.404,11.76,7.333,7.263,99.999,20.513,20.911,19.862,23,2835,2139,164,2,-0.101,0,0
1509,11.2693722,61.4800886,-10.99,-12.21,6.881,6.795,99.999,20.129,20.444,19.58,23,2607,2378,151,2,-0.926,0,0
1510,11.2458724,61.4801035,-0.1513,2.327,2.803,2.413,16.833,15.593,15.801,15.244,167,6041,5524,74,2,0.15,0,0
1511,11.0275852,61.4802479,95.85,48.01,90.27,92.15,99.999,99.999,20.529,19.985,22,2876,2250,98,2,1.439,0,0
1512,10.8442387,61.4804083,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.465,8,3313,1498,121,1,0.94,0,0
1513,11.0008515,61.4805733,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.451,8,2501,880,171,1,-1.82,0,0
1514,10.9610075,61.4805922,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.491,12,2624,1900,101,2,0.814,0,0
1515,10.8919964,61.4807893,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.07,8,3219,1214,114,1,2.545,0,0
1516,10.910625,61.4808964,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.739,8,1895,1141,161,2,-2.501,0,0
1517,11.0178879,61.4809102,150.6,-55.21,91.9,92.57,99.999,99.999,21.505,20.243,16,2777,2051,31,2,0.749,0,0
1518,10.8974344,61.480948,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.119,11,3969,917,177,1,0.883,0,0
1519,11.1226819,61.4809566,-4.217,-21.83,7.911,8.003,20.352,19.325,19.259,18.143,54,4390,3211,9,1,3.33,1,0
1520,11.256122,61.4810592,5.026,-0.8887,4.233,4.128,19.715,18.435,18.312,17.559,89,6045,3532,108,1,5.062,0,0
1521,11.0916619,61.4811629,-62.21,45.83,84.81,85.23,99.999,99.999,20.4,19.007,35,4135,2500,36,1,4.459,0,0
1522,10.853037,61.4812133,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.687,10,2144,1867,87,2,0.096,0,0
1523,11.1529443,61.4815095,6.914,-0.7641,4.813,4.722,20.703,19.156,19.101,17.78,69,3902,3566,20,2,-0.577,0,0
1524,11.0726775,61.4816012,-11.91,42.21,7.594,7.525,99.999,20.861,21.266,20.514,10,2289,1269,39,2,-1.493,0,0
1525,11.1156826,61.4816189,2.773,-4.89,7.198,7.179,21.456,20.506,20.264,19.788,24,3051,2249,66,2,1.369,0,0
1526,10.9630604,61.4816304,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.05,8,3410,985,120,1,2.362,0,0
1527,11.2739009,61.481639,0.8765,-10.37,2.894,2.451,16.15,15.147,15.296,14.969,174,6103,5779,34,2,-0.273,0,0
1528,11.2310242,61.4816699,-298.6,-145.6,60.71,62.27,21.953,99.999,21.469,20.617,9,2019,1285,151,2,-1.673,0,0
1529,11.0639852,61.4816997,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.776,8,2201,1223,153,2,-1.295,0,0
1530,11.2089504,61.4818269,10.75,-22.36,8.401,8.558,99.999,19.744,20.775,20.081,18,2774,2093,156,2,-0.265,0,0
1531,10.9505057,61.4818968,-59.55,11.13,92.31,92.97,99.999,99.999,21.545,20.228,15,2710,1607,93,2,-1.366,0,0
1532,11.1015002,61.4819306,11.83,-8.022,7.087,6.997,21.953,20.248,20.516,18.924,34,3725,2396,91,1,2.235,0,0
1533,10.9412559,61.4820613,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.063,9,2778,1432,79,1,2.48,0,0
1534,11.1425262,61.4822291,-134.6,-11.71,61.26,62.24,21.915,99.999,19.901,18.762,39,5699,1968,97,1,5.705,0,0
1535,11.1798401,61.4822916,-153.4,-15.49,8.07,8.056,99.999,99.999,21.495,19.734,17,4689,1230,118,1,3.577,0,0
1536,11.3169398,61.4823162,-0.5715,49.58,54.41,54.92,22.246,99.999,20.696,20.322,13,2003,1742,60,2,-1.466,0,0
1537,11.2670128,61.4823712,-5.662,-6.121,6.572,6.481,21.144,19.939,19.959,18.498,49,3782,3427,15,1,2.83,0,0
1538,11.0957941,61.482405,-2.864,4.764,4.254,4.209,20.422,18.794,18.67,17.67,77,4444,3805,119,2,0.854,0,0
1539,11.2545893,61.4829528,4.93,14.05,91.43,92.1,99.999,99.999,21.454,20.299,15,2212,2155,91,2,0.359,0,0
1540,11.0251604,61.483049,-147.9,-67.78,92.05,92.74,99.999,99.999,21.44,20.448,13,2754,1861,36,2,0.622,0,0
1541,11.2119836,61.4830628,-1.666,-1.88,3.462,3.316,19.083,18.089,18.06,17.431,86,4426,3975,50,2,1.029,0,0
1542,10.8887638,61.4832123,2.503,4.928,5.764,5.719,21.391,19.704,19.811,18.042,59,3708,3385,51,2,-0.376,0,0
1543,11.1704648,61.4832742,-3.634,1.608,5.135,5.035,20.709,19.273,19.136,18.361,51,3737,3162,26,2,0.257,0,0
1544,11.0727451,61.4833069,7.661,20.49,7.568,7.484,21.827,20.818,20.557,19.203,27,3742,1926,179,1,2.479,0,0
1545,10.9162303,61.4833476,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.655,11,2525,1716,171,2,1.198,0,0
1546,11.3048034,61.4835309,-53.85,67.88,100.2,102.8,99.999,99.999,20.887,20.737,8,1884,1362,137,2,-1.417,0,0
1547,11.12842,61.4835985,-124.5,-34.38,106.2,108.5,99.999,99.999,20.79,19.721,16,3619,1586,24,1,2.726,0,0
1548,10.9062694,61.4842775,345.1,-135,98.11,98.47,99.999,99.999,21.46,19.098,33,5375,4004,59,1,9.425,0,0
1549,10.9107946,61.4842964,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.624,11,2630,1325,63,2,0.53,0,0
